1.000000000000000021e-02	1.058081988732054723e+00	1.942838742675634833e+00	2.377853473943129625e+00	9.404337406158447266e-01
1.999999999999999695e-02	1.059154248668906728e+00	1.942802771117148941e+00	2.373446155034647287e+00	9.397563338279724121e-01
2.999999999999999889e-02	1.060169628605871273e+00	1.942782368772934198e+00	2.369287675539289761e+00	9.389839768409729004e-01
3.999999999999999389e-02	1.061223077757872169e+00	1.942772736335230732e+00	2.364988520161195318e+00	9.380447864532470703e-01
4.999999999999999584e-02	1.062336837225641650e+00	1.942772099889650272e+00	2.360459968306659828e+00	9.368978142738342285e-01
5.999999999999999084e-02	1.063644965028316847e+00	1.942790039963250504e+00	2.355161960436423563e+00	9.355092048645019531e-01
6.999999999999999278e-02	1.065183501990166093e+00	1.942829313811473835e+00	2.348960149801826880e+00	9.338475465774536133e-01
7.999999999999998779e-02	1.066872756801585442e+00	1.942884959340805962e+00	2.342188197701043251e+00	9.318861961364746094e-01
8.999999999999998279e-02	1.068817083262951328e+00	1.942966810070852812e+00	2.334441588071042073e+00	9.286894798278808594e-01
9.999999999999997780e-02	1.070867986275263695e+00	1.943065821813411365e+00	2.326326460579986932e+00	9.249042868614196777e-01
1.099999999999999728e-01	1.072997751121100629e+00	1.943181695426600797e+00	2.317960081514709003e+00	9.237686395645141602e-01
1.199999999999999817e-01	1.075229309491960050e+00	1.943318133484592369e+00	2.309259630614239889e+00	9.235257506370544434e-01
1.299999999999999767e-01	1.077564730634219980e+00	1.943476810204670668e+00	2.300225480678108170e+00	9.231820106506347656e-01
1.399999999999999856e-01	1.079914435240735271e+00	1.943649251718549298e+00	2.291209541623284718e+00	9.233689308166503906e-01
1.499999999999999944e-01	1.082244756868926405e+00	1.943829348047493966e+00	2.282340328296588616e+00	9.241243600845336914e-01
1.599999999999999756e-01	1.084523039883265927e+00	1.944008271630699447e+00	2.273738588614557354e+00	9.254477024078369141e-01
1.699999999999999845e-01	1.086720236611577795e+00	1.944174766500119222e+00	2.265508101556049869e+00	9.272966384887695312e-01
1.799999999999999933e-01	1.088812873501482814e+00	1.944316042176667647e+00	2.257729332841249992e+00	9.295901656150817871e-01
1.899999999999999745e-01	1.090912213618718374e+00	1.944436752143694269e+00	2.249981213771388600e+00	9.310719370841979980e-01
1.999999999999999833e-01	1.093038908485668204e+00	1.944532261357810210e+00	2.242187642278478776e+00	9.313864707946777344e-01
2.099999999999999645e-01	1.095066608488109550e+00	1.944578362434470575e+00	2.234813614783405900e+00	9.315319657325744629e-01
2.199999999999999734e-01	1.096988768837416917e+00	1.944569420831049333e+00	2.227876798135690617e+00	9.314757585525512695e-01
2.299999999999999822e-01	1.098802594585410963e+00	1.944503709639137989e+00	2.221381153240221007e+00	9.312039017677307129e-01
2.399999999999999634e-01	1.100508148906147676e+00	1.944383248646307072e+00	2.215320256063219695e+00	9.307190775871276855e-01
2.499999999999999722e-01	1.102107860669339967e+00	1.944213111746462275e+00	2.209679147237666008e+00	9.300367832183837891e-01
2.599999999999999534e-01	1.103605695129099562e+00	1.944000469311707002e+00	2.204437403877625545e+00	9.291809797286987305e-01
2.699999999999999623e-01	1.105006588292363645e+00	1.943753582501738020e+00	2.199571293350134571e+00	9.281801581382751465e-01
2.799999999999999711e-01	1.106315959030618412e+00	1.943480935335747173e+00	2.195055657615127664e+00	9.270638823509216309e-01
2.899999999999999800e-01	1.107539457468588173e+00	1.943190573936898868e+00	2.190864952031884805e+00	9.258604645729064941e-01
2.999999999999999889e-01	1.108682582538538464e+00	1.942889698792331643e+00	2.186974694688514465e+00	9.245955348014831543e-01
3.099999999999999423e-01	1.109750662115932318e+00	1.942584443315282350e+00	2.183361605767509150e+00	9.232912659645080566e-01
3.199999999999999512e-01	1.111073236396646680e+00	1.942333346296558627e+00	2.178876450459873659e+00	9.234163761138916016e-01
3.299999999999999600e-01	1.112427618196287993e+00	1.942109177349097937e+00	2.174296856664978517e+00	9.264582991600036621e-01
3.399999999999999689e-01	1.113676411665287302e+00	1.941890733669198621e+00	2.170096484797565228e+00	9.293410181999206543e-01
3.499999999999999778e-01	1.114827274630877163e+00	1.941679040149424385e+00	2.166244393061902418e+00	9.320635795593261719e-01
3.599999999999999312e-01	1.115887582892886032e+00	1.941474845556772522e+00	2.162711466201133970e+00	9.346285462379455566e-01
3.699999999999999400e-01	1.117098921119055621e+00	1.941316405888944496e+00	2.158672925161642553e+00	9.370412826538085938e-01
3.799999999999999489e-01	1.118242067986290555e+00	1.941167028191471244e+00	2.154877609867982713e+00	9.393089413642883301e-01
3.899999999999999578e-01	1.119296060417214633e+00	1.941022574119481536e+00	2.151393637433613559e+00	9.414395093917846680e-01
3.999999999999999667e-01	1.120266825845523284e+00	1.940883209822485522e+00	2.148197937285797554e+00	9.434413313865661621e-01
4.099999999999999756e-01	1.121159904420337083e+00	1.940749017578878188e+00	2.145269281339143408e+00	9.453231692314147949e-01
